Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
P5,1,4/2/2024 10:30,32.64,38594.56,,,,
P5,2,4/2/2024 10:35,33.59,38748.16,,,,
P5,3,4/2/2024 10:40,34.36,39045.12,,,,
P5,4,4/2/2024 10:45,34.96,39854.08,,,,
P5,5,4/2/2024 10:50,35.9,41031.68,,,,
P5,6,4/2/2024 10:55,36.16,42741.76,,,,
P5,7,4/2/2024 11:00,36.25,44666.88,,,,
P5,8,4/2/2024 11:05,36.76,46940.16,,,,
P5,9,4/2/2024 11:10,37.15,49295.36,,,,
P5,10,4/2/2024 11:15,37.45,51855.36,,,,
P5,11,4/2/2024 11:20,37.41,54845.44,,,,
P5,12,4/2/2024 11:25,37.15,57466.88,,,,
P5,13,4/2/2024 11:30,36.93,59965.44,,,,
P5,14,4/2/2024 11:35,36.85,62689.28,,,,
P5,15,4/2/2024 11:40,36.85,65105.92,,,,
P5,16,4/2/2024 11:45,37.02,67481.6,,,,
P5,17,4/2/2024 11:50,36.03,68874.24,,,,
P5,18,4/2/2024 11:55,35.6,71127.04,,,,
P5,19,4/2/2024 12:00,35.56,73113.6,,,,
P5,20,4/2/2024 12:05,35.99,74690.56,,,,
P5,21,4/2/2024 12:10,36.16,76288,,,,
P5,22,4/2/2024 12:15,36.42,77680.64,,,,
P5,23,4/2/2024 12:20,36.59,78704.64,,,,
P5,24,4/2/2024 12:25,36.46,79339.52,,,,
P5,25,4/2/2024 12:30,36.38,79769.6,,,,
P5,26,4/2/2024 12:35,37.06,80343.04,,,,
P5,27,4/2/2024 12:40,37.23,80773.12,,,,
P5,28,4/2/2024 12:45,37.23,81244.16,,,,
P5,29,4/2/2024 12:50,37.11,81530.88,,,,
P5,30,4/2/2024 12:55,36.81,81797.12,,,,
P5,31,4/2/2024 13:00,37.02,81960.96,,,,
P5,32,4/2/2024 13:05,37.45,82165.76,,,,
P5,33,4/2/2024 13:10,37.06,82350.08,,,,
P5,34,4/2/2024 13:15,36.81,82411.52,,,,
P5,35,4/2/2024 13:20,36.81,82554.88,,,,
P5,36,4/2/2024 13:25,36.51,82452.48,,,,
P5,37,4/2/2024 13:30,35.52,82329.6,,,,
P5,38,4/2/2024 13:35,34.1,82042.88,,,,
P5,39,4/2/2024 13:40,31.61,81694.72,,,,
P5,40,4/2/2024 13:45,30.71,81530.88,,,,
P5,41,4/2/2024 13:50,26.25,63119.36,,,,
P5,42,4/2/2024 13:55,24.75,63815.68,,,,
P5,43,4/2/2024 14:00,23.03,62382.08,,,,
P5,44,4/2/2024 14:05,22.26,28723.2,,,,
P5,45,4/2/2024 14:10,21.58,61419.52,,,,
P5,46,4/2/2024 14:15,21.19,61378.56,,,,
P5,47,4/2/2024 14:20,20.68,59023.36,,,,
