Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
P6,1,4/2/2024 10:30,33.37,89292.8,,,,
P6,2,4/2/2024 10:35,36.08,89948.16,,,,
P6,3,4/2/2024 10:40,37.15,89948.16,,,,
P6,4,4/2/2024 10:45,37.92,90152.96,,,,
P6,5,4/2/2024 10:50,38.01,90234.88,,,,
P6,6,4/2/2024 10:55,38.09,90071.04,,,,
P6,7,4/2/2024 11:00,38.31,89989.12,,,,
P6,8,4/2/2024 11:05,38.31,90030.08,,,,
P6,9,4/2/2024 11:10,38.48,89702.4,,,,
P6,10,4/2/2024 11:15,38.61,89333.76,,,,
P6,11,4/2/2024 11:20,38.14,88965.12,,,,
P6,12,4/2/2024 11:25,37.96,88268.8,,,,
P6,13,4/2/2024 11:30,37.84,87203.84,,,,
P6,14,4/2/2024 11:35,37.62,85893.12,,,,
P6,15,4/2/2024 11:40,37.75,83701.76,,,,
P6,16,4/2/2024 11:45,37.88,81305.6,,,,
P6,17,4/2/2024 11:50,37.62,77496.32,,,,
P6,18,4/2/2024 11:55,37.36,75837.44,,,,
P6,19,4/2/2024 12:00,37.02,74997.76,,,,
P6,20,4/2/2024 12:05,37.06,74506.24,,,,
P6,21,4/2/2024 12:10,37.11,74608.64,,,,
P6,22,4/2/2024 12:15,37.11,74813.44,,,,
P6,23,4/2/2024 12:20,37.02,74895.36,,,,
P6,24,4/2/2024 12:25,36.81,74874.88,,,,
P6,25,4/2/2024 12:30,36.38,74670.08,,,,
P6,26,4/2/2024 12:35,36.38,74690.56,,,,
P6,27,4/2/2024 12:40,36.29,74444.8,,,,
P6,28,4/2/2024 12:45,36.03,74137.6,,,,
P6,29,4/2/2024 12:50,35.69,73809.92,,,,
P6,30,4/2/2024 12:55,35.35,73195.52,,,,
P6,31,4/2/2024 13:00,35.09,72622.08,,,,
P6,32,4/2/2024 13:05,34.88,71966.72,,,,
P6,33,4/2/2024 13:10,34.49,71331.84,,,,
P6,34,4/2/2024 13:15,34.32,70615.04,,,,
P6,35,4/2/2024 13:20,33.89,69816.32,,,,
P6,36,4/2/2024 13:25,33.2,68997.12,,,,
P6,37,4/2/2024 13:30,31.57,55357.44,,,,
P6,38,4/2/2024 13:35,29.6,47370.24,,,,
P6,39,4/2/2024 13:40,28.53,42782.72,,,,
P6,40,4/2/2024 13:45,28.4,40499.2,,,,
P6,41,4/2/2024 13:50,26.47,38236.16,,,,
P6,42,4/2/2024 13:55,25.01,38840.32,,,,
P6,43,4/2/2024 14:00,22.82,39659.52,,,,
P6,44,4/2/2024 14:05,22.09,33249.28,,,,
P6,45,4/2/2024 14:10,21.23,22435.84,,,,
P6,46,4/2/2024 14:15,20.76,38543.36,,,,
P6,47,4/2/2024 14:20,19.95,31016.96,,,,
P6,48,4/2/2024 14:25,19.82,36802.56,,,,
P6,49,4/2/2024 14:30,19.05,18186.24,,,,
P6,50,4/2/2024 14:35,19.13,28375.04,,,,
P6,51,4/2/2024 14:40,18.83,18119.68,,,,
P6,52,4/2/2024 14:45,18.87,27484.16,,,,
P6,53,4/2/2024 14:50,18.7,7214.08,,,,
P6,54,4/2/2024 14:55,18.7,29532.16,,,,
P6,55,4/2/2024 15:00,18.96,22835.2,,,,
P6,56,4/2/2024 15:05,19,24238.08,,,,
P6,57,4/2/2024 15:10,18.96,27842.56,,,,
P6,58,4/2/2024 15:15,19.09,12195.84,,,,
P6,59,4/2/2024 15:20,19.09,10222.08,,,,
P6,60,4/2/2024 15:25,19.13,20700.16,,,,
P6,61,4/2/2024 15:30,19.17,9292.8,,,,
P6,62,4/2/2024 15:35,19.05,26019.84,,,,
P6,63,4/2/2024 15:40,18.87,7820.8,,,,
P6,64,4/2/2024 15:45,18.74,7424,,,,
P6,65,4/2/2024 15:50,18.74,18022.4,,,,
P6,66,4/2/2024 15:55,18.66,10104.32,,,,
P6,67,4/2/2024 16:00,18.44,3516.16,,,,
P6,68,4/2/2024 16:05,18.49,9466.88,,,,
P6,69,4/2/2024 16:10,18.36,4486.4,,,,
P6,70,4/2/2024 16:15,18.23,5218.56,,,,
P6,71,4/2/2024 16:20,18.36,8279.04,,,,
P6,72,4/2/2024 16:25,18.06,4524.8,,,,
P6,73,4/2/2024 16:30,18.14,5882.88,,,,
P6,74,4/2/2024 16:35,18.02,9443.84,,,,
P6,75,4/2/2024 16:40,18.06,6451.2,,,,
P6,76,4/2/2024 16:45,17.97,11709.44,,,,
P6,77,4/2/2024 16:50,17.93,13798.4,,,,
P6,78,4/2/2024 16:55,17.89,11673.6,,,,
P6,79,4/2/2024 17:00,17.8,7424,,,,
P6,80,4/2/2024 17:05,17.76,7457.28,,,,
P6,81,4/2/2024 17:10,17.59,8299.52,,,,
P6,82,4/2/2024 17:15,17.67,4000,,,,
P6,83,4/2/2024 17:20,17.54,3975.68,,,,
P6,84,4/2/2024 17:25,17.46,5688.32,,,,
P6,85,4/2/2024 17:30,17.37,3516.16,,,,
P6,86,4/2/2024 17:35,17.37,7493.12,,,,
P6,87,4/2/2024 17:40,17.29,6141.44,,,,
P6,88,4/2/2024 17:45,17.11,2630.4,,,,
P6,89,4/2/2024 17:50,16.94,1748.48,,,,
P6,90,4/2/2024 17:55,16.86,677.44,,,,
