Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
P4,1,4/2/2024 10:25,27.41,1362.56,,,,
P4,2,4/2/2024 10:30,31.19,61112.32,,,,
P4,3,4/2/2024 10:35,32.26,61276.16,,,,
P4,4,4/2/2024 10:40,32.94,61419.52,,,,
P4,5,4/2/2024 10:45,33.93,61911.04,,,,
P4,6,4/2/2024 10:50,34.45,61603.84,,,,
P4,7,4/2/2024 10:55,34.36,61255.68,,,,
P4,8,4/2/2024 11:00,34.53,60497.92,,,,
P4,9,4/2/2024 11:05,35.05,59760.64,,,,
P4,10,4/2/2024 11:10,35.39,58593.28,,,,
P4,11,4/2/2024 11:15,35.56,57221.12,,,,
P4,12,4/2/2024 11:20,35.18,55644.16,,,,
P4,13,4/2/2024 11:25,34.96,54067.2,,,,
P4,14,4/2/2024 11:30,35,52264.96,,,,
P4,15,4/2/2024 11:35,35.05,50442.24,,,,
P4,16,4/2/2024 11:40,34.92,49131.52,,,,
P4,17,4/2/2024 11:45,34.83,47984.64,,,,
P4,18,4/2/2024 11:50,34.27,47349.76,,,,
P4,19,4/2/2024 11:55,34.27,47349.76,,,,
P4,20,4/2/2024 12:00,34.57,47984.64,,,,
P4,21,4/2/2024 12:05,34.49,49070.08,,,,
P4,22,4/2/2024 12:10,34.7,50667.52,,,,
P4,23,4/2/2024 12:15,34.53,52899.84,,,,
P4,24,4/2/2024 12:20,34.57,55152.64,,,,
P4,25,4/2/2024 12:25,34.7,57610.24,,,,
P4,26,4/2/2024 12:30,34.83,60006.4,,,,
P4,27,4/2/2024 12:35,34.36,62627.84,,,,
P4,28,4/2/2024 12:40,34.27,65064.96,,,,
P4,29,4/2/2024 12:45,34.4,67379.2,,,,
P4,30,4/2/2024 12:50,34.4,69836.8,,,,
P4,31,4/2/2024 12:55,33.85,71659.52,,,,
P4,32,4/2/2024 13:00,33.97,73523.2,,,,
P4,33,4/2/2024 13:05,34.1,75223.04,,,,
P4,34,4/2/2024 13:10,33.72,76902.4,,,,
P4,35,4/2/2024 13:15,33.59,78254.08,,,,
P4,36,4/2/2024 13:20,33.63,79257.6,,,,
P4,37,4/2/2024 13:25,33.29,80056.32,,,,
P4,38,4/2/2024 13:30,33.25,80650.24,,,,
P4,39,4/2/2024 13:35,32.69,81182.72,,,,
P4,40,4/2/2024 13:40,32.22,81530.88,,,,
P4,41,4/2/2024 13:45,32.34,81674.24,,,,
P4,42,4/2/2024 13:50,32.52,81182.72,,,,
P4,43,4/2/2024 13:55,32.73,80732.16,,,,
P4,44,4/2/2024 14:00,29,80424.96,,,,
P4,45,4/2/2024 14:05,27.58,80097.28,,,,
P4,46,4/2/2024 14:10,25.78,79544.32,,,,
P4,47,4/2/2024 14:15,24.32,78725.12,,,,
P4,48,4/2/2024 14:20,23.29,48128,,,,
P4,49,4/2/2024 14:25,22.82,76574.72,,,,
P4,50,4/2/2024 14:30,22.01,77496.32,,,,
P4,51,4/2/2024 14:35,22.18,77332.48,,,,
P4,52,4/2/2024 14:40,20.29,64348.16,,,,
P4,53,4/2/2024 14:45,19.86,37048.32,,,,
P4,54,4/2/2024 14:50,19.6,56094.72,,,,
P4,55,4/2/2024 14:55,19.3,28876.8,,,,
P4,56,4/2/2024 15:00,19.22,41850.88,,,,
P4,57,4/2/2024 15:05,19.09,58982.4,,,,
P4,58,4/2/2024 15:10,18.92,28293.12,,,,
P4,59,4/2/2024 15:15,18.92,39997.44,,,,
P4,60,4/2/2024 15:20,18.32,15006.72,,,,
P4,61,4/2/2024 15:25,18.23,35686.4,,,,
P4,62,4/2/2024 15:30,17.93,25436.16,,,,
P4,63,4/2/2024 15:35,17.72,3723.52,,,,
P4,64,4/2/2024 15:40,17.97,5831.68,,,,
P4,65,4/2/2024 15:45,17.76,2391.68,,,,
P4,66,4/2/2024 15:50,17.67,36792.32,,,,
P4,67,4/2/2024 15:55,17.54,4883.2,,,,
P4,68,4/2/2024 16:00,17.54,13158.4,,,,
P4,69,4/2/2024 16:05,17.72,4139.52,,,,
P4,70,4/2/2024 16:10,17.89,3636.48,,,,
P4,71,4/2/2024 16:15,17.67,5821.44,,,,
P4,72,4/2/2024 16:20,17.59,7091.2,,,,
P4,73,4/2/2024 16:25,17.41,12508.16,,,,
P4,74,4/2/2024 16:30,17.5,17986.56,,,,
P4,75,4/2/2024 16:35,17.46,11668.48,,,,
P4,76,4/2/2024 16:40,17.54,26255.36,,,,
P4,77,4/2/2024 16:45,17.76,19215.36,,,,
P4,78,4/2/2024 16:50,17.5,11607.04,,,,
P4,79,4/2/2024 16:55,17.46,9738.24,,,,
P4,80,4/2/2024 17:00,17.46,3905.28,,,,
P4,81,4/2/2024 17:05,17.41,3909.12,,,,
P4,82,4/2/2024 17:10,17.33,8560.64,,,,
P4,83,4/2/2024 17:15,17.24,11658.24,,,,
P4,84,4/2/2024 17:20,17.33,11980.8,,,,
P4,85,4/2/2024 17:25,17.29,1112.32,,,,
P4,86,4/2/2024 17:30,17.16,1797.76,,,,
P4,87,4/2/2024 17:35,17.2,6722.56,,,,
P4,88,4/2/2024 17:40,17.11,9592.32,,,,
P4,89,4/2/2024 17:45,17.03,4820.48,,,,
P4,90,4/2/2024 17:50,16.99,2312.32,,,,
P4,91,4/2/2024 17:55,16.86,3151.36,,,,
