Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
P1,1,10/15/2023 15:50,25.69,,,,,
P1,2,10/15/2023 15:55,25.52,,,,,
P1,3,10/15/2023 16:00,25.78,,,,,
P1,4,10/15/2023 16:05,26.9,,,,,
P1,5,10/15/2023 16:10,27.37,,,,,
P1,6,10/15/2023 16:15,27.37,,,,,
P1,7,10/15/2023 16:20,27.58,,,,,
P1,8,10/15/2023 16:25,27.75,,,,,
P1,9,10/15/2023 16:30,27.67,,,,,
P1,10,10/15/2023 16:35,27.41,,,,,
P1,11,10/15/2023 16:40,27.28,,,,,
P1,12,10/15/2023 16:45,27.15,,,,,
P1,13,10/15/2023 16:50,26.9,,,,,
P1,14,10/15/2023 16:55,26.72,,,,,
P1,15,10/15/2023 17:00,26.47,,,,,
P1,16,10/15/2023 17:05,26.25,,,,,
P1,17,10/15/2023 17:10,26.08,,,,,
P1,18,10/15/2023 17:15,26.04,,,,,
P1,19,10/15/2023 17:20,25.61,,,,,
P1,20,10/15/2023 17:25,25.01,,,,,
P1,21,10/15/2023 17:30,24.49,,,,,
P1,22,10/15/2023 17:35,24.06,,,,,
P1,23,10/15/2023 17:40,22.48,,,,,
P1,24,10/15/2023 17:45,20.76,,,,,
P1,25,10/15/2023 17:50,20.16,,,,,
P1,26,10/15/2023 17:55,19.13,,,,,
P1,27,10/15/2023 18:00,18.32,,,,,
P1,28,10/15/2023 18:05,18.27,,,,,
P1,29,10/15/2023 18:10,18.23,,,,,
P1,30,10/15/2023 18:15,18.23,,,,,
P1,31,10/15/2023 18:20,18.36,,,,,
P1,32,10/15/2023 18:25,18.27,,,,,
P1,33,10/15/2023 18:30,18.53,,,,,
P1,34,10/15/2023 18:35,18.87,,,,,
P1,35,10/15/2023 18:40,18.87,,,,,
P1,36,10/15/2023 18:45,19,,,,,
P1,37,10/15/2023 18:50,19,,,,,
P1,38,10/15/2023 18:55,19.09,,,,,
P1,39,10/15/2023 19:00,19,,,,,
P1,40,10/15/2023 19:05,19,,,,,
P1,41,10/15/2023 19:10,19.05,,,,,
P1,42,10/15/2023 19:15,18.96,,,,,
P1,43,10/15/2023 19:20,18.87,,,,,
P1,44,10/15/2023 19:25,18.87,,,,,
P1,45,10/15/2023 19:30,18.87,,,,,
P1,46,10/15/2023 19:35,18.83,,,,,
P1,47,10/15/2023 19:40,18.79,,,,,
P1,48,10/15/2023 19:45,18.74,,,,,
P1,49,10/15/2023 19:50,18.74,,,,,
P1,50,10/15/2023 19:55,18.74,,,,,
P1,51,10/15/2023 20:00,18.66,,,,,
P1,52,10/15/2023 20:05,18.66,,,,,
P1,53,10/15/2023 20:10,18.66,,,,,
P1,54,10/15/2023 20:15,18.66,,,,,
P1,55,10/15/2023 20:20,18.57,,,,,
P1,56,10/15/2023 20:25,18.57,,,,,
P1,57,10/15/2023 20:30,18.57,,,,,
P1,58,10/15/2023 20:35,18.53,,,,,
P1,59,10/15/2023 20:40,18.49,,,,,
P1,60,10/15/2023 20:45,18.49,,,,,
P1,61,10/15/2023 20:50,18.49,,,,,
P1,62,10/15/2023 20:55,18.44,,,,,
P1,63,10/15/2023 21:00,18.4,,,,,
P1,64,10/15/2023 21:05,18.32,,,,,
P1,65,10/15/2023 21:10,18.32,,,,,
P1,66,10/15/2023 21:15,18.27,,,,,
P1,67,10/15/2023 21:20,18.27,,,,,
P1,68,10/15/2023 21:25,18.23,,,,,
P1,69,10/15/2023 21:30,18.23,,,,,
P1,70,10/15/2023 21:35,18.14,,,,,
P1,71,10/15/2023 21:40,18.14,,,,,
P1,72,10/15/2023 21:45,18.1,,,,,
P1,73,10/15/2023 21:50,18.1,,,,,
P1,74,10/15/2023 21:55,18.1,,,,,
P1,75,10/15/2023 22:00,18.06,,,,,
P1,76,10/15/2023 22:05,18.02,,,,,
P1,77,10/15/2023 22:10,17.97,,,,,
P1,78,10/15/2023 22:15,17.89,,,,,
P1,79,10/15/2023 22:20,17.93,,,,,
P1,80,10/15/2023 22:25,17.89,,,,,
P1,81,10/15/2023 22:30,17.8,,,,,
P1,82,10/15/2023 22:35,17.76,,,,,
P1,83,10/15/2023 22:40,17.72,,,,,
P1,84,10/15/2023 22:45,17.67,,,,,
P1,85,10/15/2023 22:50,17.63,,,,,
P1,86,10/15/2023 22:55,17.59,,,,,
P1,87,10/15/2023 23:00,17.5,,,,,
P1,88,10/15/2023 23:05,17.46,,,,,
P1,89,10/15/2023 23:10,17.37,,,,,
P1,90,10/15/2023 23:15,17.37,,,,,
P1,91,10/15/2023 23:20,17.29,,,,,
P1,92,10/15/2023 23:25,17.24,,,,,
P1,93,10/15/2023 23:30,17.2,,,,,
P1,94,10/15/2023 23:35,17.24,,,,,
P1,95,10/15/2023 23:40,17.2,,,,,
P1,96,10/15/2023 23:45,17.2,,,,,
P1,97,10/15/2023 23:50,17.2,,,,,
P1,98,10/15/2023 23:55,17.24,,,,,
P1,99,10/16/2023 0:00,17.2,,,,,
P1,100,10/16/2023 0:05,17.24,,,,,
P1,101,10/16/2023 0:10,17.2,,,,,
P1,102,10/16/2023 0:15,17.2,,,,,
P1,103,10/16/2023 0:20,17.24,,,,,
P1,104,10/16/2023 0:25,17.2,,,,,
P1,105,10/16/2023 0:30,17.24,,,,,
P1,106,10/16/2023 0:35,17.29,,,,,
P1,107,10/16/2023 0:40,17.24,,,,,
P1,108,10/16/2023 0:45,17.24,,,,,
P1,109,10/16/2023 0:50,17.29,,,,,
P1,110,10/16/2023 0:55,17.24,,,,,
P1,111,10/16/2023 1:00,17.33,,,,,
P1,112,10/16/2023 1:05,17.33,,,,,
P1,113,10/16/2023 1:10,17.33,,,,,
P1,114,10/16/2023 1:15,17.33,,,,,
P1,115,10/16/2023 1:20,17.33,,,,,
P1,116,10/16/2023 1:25,17.29,,,,,
P1,117,10/16/2023 1:30,17.33,,,,,
P1,118,10/16/2023 1:35,17.33,,,,,
P1,119,10/16/2023 1:40,17.33,,,,,
P1,120,10/16/2023 1:45,17.33,,,,,
P1,121,10/16/2023 1:50,17.37,,,,,
P1,122,10/16/2023 1:55,17.33,,,,,
P1,123,10/16/2023 2:00,17.33,,,,,
P1,124,10/16/2023 2:05,17.37,,,,,
P1,125,10/16/2023 2:10,17.37,,,,,
P1,126,10/16/2023 2:15,17.33,,,,,
P1,127,10/16/2023 2:20,17.33,,,,,
P1,128,10/16/2023 2:25,17.37,,,,,
P1,129,10/16/2023 2:30,17.41,,,,,
P1,130,10/16/2023 2:35,17.37,,,,,
P1,131,10/16/2023 2:40,17.41,,,,,
P1,132,10/16/2023 2:45,17.37,,,,,
P1,133,10/16/2023 2:50,17.41,,,,,
P1,134,10/16/2023 2:55,17.41,,,,,
P1,135,10/16/2023 3:00,17.41,,,,,
P1,136,10/16/2023 3:05,17.41,,,,,
P1,137,10/16/2023 3:10,17.37,,,,,
P1,138,10/16/2023 3:15,17.41,,,,,
P1,139,10/16/2023 3:20,17.41,,,,,
P1,140,10/16/2023 3:25,17.46,,,,,
P1,141,10/16/2023 3:30,17.37,,,,,
