Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
M6,1,10/16/2023 17:15,26.64,,,,,
M6,2,10/16/2023 17:20,23.08,,,,,
M6,3,10/16/2023 17:25,22.26,,,,,
M6,4,10/16/2023 17:30,21.79,,,,,
M6,5,10/16/2023 17:35,21.32,,,,,
M6,6,10/16/2023 17:40,21.1,,,,,
M6,7,10/16/2023 17:45,20.76,,,,,
M6,8,10/16/2023 17:50,19.52,,,,,
M6,9,10/16/2023 17:55,19.3,,,,,
M6,10,10/16/2023 18:00,19.22,,,,,
M6,11,10/16/2023 18:05,19.09,,,,,
M6,12,10/16/2023 18:10,19,,,,,
M6,13,10/16/2023 18:15,19,,,,,
M6,14,10/16/2023 18:20,18.96,,,,,
M6,15,10/16/2023 18:25,18.92,,,,,
M6,16,10/16/2023 18:30,18.87,,,,,
M6,17,10/16/2023 18:35,18.83,,,,,
M6,18,10/16/2023 18:40,18.87,,,,,
M6,19,10/16/2023 18:45,18.66,,,,,
M6,20,10/16/2023 18:50,18.57,,,,,
M6,21,10/16/2023 18:55,18.7,,,,,
M6,22,10/16/2023 19:00,18.74,,,,,
M6,23,10/16/2023 19:05,18.74,,,,,
M6,24,10/16/2023 19:10,18.79,,,,,
M6,25,10/16/2023 19:15,18.79,,,,,
M6,26,10/16/2023 19:20,18.83,,,,,
M6,27,10/16/2023 19:25,18.83,,,,,
M6,28,10/16/2023 19:30,18.83,,,,,
M6,29,10/16/2023 19:35,18.83,,,,,
M6,30,10/16/2023 19:40,18.92,,,,,
M6,31,10/16/2023 19:45,18.83,,,,,
M6,32,10/16/2023 19:50,18.87,,,,,
M6,33,10/16/2023 19:55,18.83,,,,,
M6,34,10/16/2023 20:00,18.87,,,,,
M6,35,10/16/2023 20:05,18.83,,,,,
M6,36,10/16/2023 20:10,18.83,,,,,
M6,37,10/16/2023 20:15,18.83,,,,,
M6,38,10/16/2023 20:20,18.83,,,,,
M6,39,10/16/2023 20:25,18.83,,,,,
M6,40,10/16/2023 20:30,18.83,,,,,
M6,41,10/16/2023 20:35,18.83,,,,,
M6,42,10/16/2023 20:40,18.83,,,,,
M6,43,10/16/2023 20:45,18.83,,,,,
M6,44,10/16/2023 20:50,18.79,,,,,
M6,45,10/16/2023 20:55,18.79,,,,,
M6,46,10/16/2023 21:00,18.79,,,,,
M6,47,10/16/2023 21:05,18.79,,,,,
M6,48,10/16/2023 21:10,18.79,,,,,
M6,49,10/16/2023 21:15,18.74,,,,,
M6,50,10/16/2023 21:20,18.79,,,,,
M6,51,10/16/2023 21:25,18.79,,,,,
M6,52,10/16/2023 21:30,18.7,,,,,
M6,53,10/16/2023 21:35,18.66,,,,,
M6,54,10/16/2023 21:40,18.7,,,,,
M6,55,10/16/2023 21:45,18.7,,,,,
M6,56,10/16/2023 21:50,18.66,,,,,
M6,57,10/16/2023 21:55,18.7,,,,,
M6,58,10/16/2023 22:00,18.66,,,,,
M6,59,10/16/2023 22:05,18.66,,,,,
M6,60,10/16/2023 22:10,18.7,,,,,
M6,61,10/16/2023 22:15,18.66,,,,,
M6,62,10/16/2023 22:20,18.62,,,,,
M6,63,10/16/2023 22:25,18.66,,,,,
M6,64,10/16/2023 22:30,18.62,,,,,
M6,65,10/16/2023 22:35,18.62,,,,,
M6,66,10/16/2023 22:40,18.57,,,,,
M6,67,10/16/2023 22:45,18.57,,,,,
M6,68,10/16/2023 22:50,18.62,,,,,
M6,69,10/16/2023 22:55,18.49,,,,,
M6,70,10/16/2023 23:00,18.49,,,,,
M6,71,10/16/2023 23:05,18.44,,,,,
M6,72,10/16/2023 23:10,18.49,,,,,
M6,73,10/16/2023 23:15,18.53,,,,,
M6,74,10/16/2023 23:20,18.44,,,,,
M6,75,10/16/2023 23:25,18.44,,,,,
M6,76,10/16/2023 23:30,18.36,,,,,
M6,77,10/16/2023 23:35,18.4,,,,,
M6,78,10/16/2023 23:40,18.32,,,,,
M6,79,10/16/2023 23:45,18.32,,,,,
M6,80,10/16/2023 23:50,18.19,,,,,
M6,81,10/16/2023 23:55,18.19,,,,,
M6,82,10/17/2023 0:00,18.27,,,,,
M6,83,10/17/2023 0:05,18.14,,,,,
M6,84,10/17/2023 0:10,18.19,,,,,
M6,85,10/17/2023 0:15,18.1,,,,,
M6,86,10/17/2023 0:20,18.14,,,,,
M6,87,10/17/2023 0:25,18.23,,,,,
M6,88,10/17/2023 0:30,18.19,,,,,
M6,89,10/17/2023 0:35,18.14,,,,,
M6,90,10/17/2023 0:40,18.23,,,,,
M6,91,10/17/2023 0:45,18.19,,,,,
M6,92,10/17/2023 0:50,18.23,,,,,
M6,93,10/17/2023 0:55,18.32,,,,,
M6,94,10/17/2023 1:00,18.32,,,,,
M6,95,10/17/2023 1:05,18.23,,,,,
M6,96,10/17/2023 1:10,18.23,,,,,
M6,97,10/17/2023 1:15,18.14,,,,,
M6,98,10/17/2023 1:20,18.19,,,,,
M6,99,10/17/2023 1:25,18.14,,,,,
M6,100,10/17/2023 1:30,18.14,,,,,
M6,101,10/17/2023 1:35,18.19,,,,,
M6,102,10/17/2023 1:40,18.14,,,,,
M6,103,10/17/2023 1:45,18.14,,,,,
M6,104,10/17/2023 1:50,18.14,,,,,
M6,105,10/17/2023 1:55,18.06,,,,,
M6,106,10/17/2023 2:00,18.06,,,,,
M6,107,10/17/2023 2:05,18.14,,,,,
M6,108,10/17/2023 2:10,18.19,,,,,
M6,109,10/17/2023 2:15,18.19,,,,,
M6,110,10/17/2023 2:20,18.19,,,,,
M6,111,10/17/2023 2:25,18.14,,,,,
M6,112,10/17/2023 2:30,18.19,,,,,
M6,113,10/17/2023 2:35,18.19,,,,,
M6,114,10/17/2023 2:40,18.14,,,,,
M6,115,10/17/2023 2:45,18.14,,,,,
M6,116,10/17/2023 2:50,18.19,,,,,
M6,117,10/17/2023 2:55,18.19,,,,,
M6,118,10/17/2023 3:00,18.23,,,,,
M6,119,10/17/2023 3:05,18.23,,,,,
M6,120,10/17/2023 3:10,18.19,,,,,
M6,121,10/17/2023 3:15,18.1,,,,,
M6,122,10/17/2023 3:20,18.14,,,,,
M6,123,10/17/2023 3:25,18.14,,,,,
M6,124,10/17/2023 3:30,18.1,,,,,
M6,125,10/17/2023 3:35,18.14,,,,,
M6,126,10/17/2023 3:40,18.14,,,,,
M6,127,10/17/2023 3:45,18.14,,,,,
M6,128,10/17/2023 3:50,18.1,,,,,
M6,129,10/17/2023 3:55,18.14,,,,,
M6,130,10/17/2023 4:00,18.1,,,,,
M6,131,10/17/2023 4:05,18.14,,,,,
M6,132,10/17/2023 4:10,18.14,,,,,
M6,133,10/17/2023 4:15,18.06,,,,,
M6,134,10/17/2023 4:20,18.1,,,,,
M6,135,10/17/2023 4:25,18.1,,,,,
M6,136,10/17/2023 4:30,18.1,,,,,
M6,137,10/17/2023 4:35,18.06,,,,,
M6,138,10/17/2023 4:40,18.06,,,,,
M6,139,10/17/2023 4:45,18.06,,,,,
M6,140,10/17/2023 4:50,18.06,,,,,
M6,141,10/17/2023 4:55,18.06,,,,,
M6,142,10/17/2023 5:00,18.06,,,,,
M6,143,10/17/2023 5:05,18.06,,,,,
M6,144,10/17/2023 5:10,18.06,,,,,
M6,145,10/17/2023 5:15,18.06,,,,,
M6,146,10/17/2023 5:20,18.06,,,,,
M6,147,10/17/2023 5:25,18.06,,,,,
M6,148,10/17/2023 5:30,18.06,,,,,
M6,149,10/17/2023 5:35,18.06,,,,,
M6,150,10/17/2023 5:40,18.02,,,,,
M6,151,10/17/2023 5:45,18.02,,,,,
M6,152,10/17/2023 5:50,18.02,,,,,
M6,153,10/17/2023 5:55,17.97,,,,,
M6,154,10/17/2023 6:00,18.02,,,,,
M6,155,10/17/2023 6:05,18.02,,,,,
M6,156,10/17/2023 6:10,18.02,,,,,
M6,157,10/17/2023 6:15,18.06,,,,,
M6,158,10/17/2023 6:20,18.02,,,,,
M6,159,10/17/2023 6:25,18.02,,,,,
M6,160,10/17/2023 6:30,18.02,,,,,
M6,161,10/17/2023 6:35,18.06,,,,,
M6,162,10/17/2023 6:40,17.97,,,,,
M6,163,10/17/2023 6:45,17.93,,,,,
M6,164,10/17/2023 6:50,17.97,,,,,
M6,165,10/17/2023 6:55,18.02,,,,,
M6,166,10/17/2023 7:00,18.02,,,,,
M6,167,10/17/2023 7:05,17.97,,,,,
M6,168,10/17/2023 7:10,17.97,,,,,
M6,169,10/17/2023 7:15,17.93,,,,,
M6,170,10/17/2023 7:20,18.02,,,,,
M6,171,10/17/2023 7:25,17.97,,,,,
M6,172,10/17/2023 7:30,18.02,,,,,
M6,173,10/17/2023 7:35,17.97,,,,,
M6,174,10/17/2023 7:40,17.93,,,,,
M6,175,10/17/2023 7:45,17.97,,,,,
M6,176,10/17/2023 7:50,18.02,,,,,
M6,177,10/17/2023 7:55,18.02,,,,,
M6,178,10/17/2023 8:00,18.06,,,,,
M6,179,10/17/2023 8:05,18.06,,,,,
M6,180,10/17/2023 8:10,18.06,,,,,
M6,181,10/17/2023 8:15,18.06,,,,,
M6,182,10/17/2023 8:20,18.1,,,,,
M6,183,10/17/2023 8:25,18.1,,,,,
M6,184,10/17/2023 8:30,18.14,,,,,
M6,185,10/17/2023 8:35,18.14,,,,,
M6,186,10/17/2023 8:40,18.14,,,,,
M6,187,10/17/2023 8:45,18.14,,,,,
M6,188,10/17/2023 8:50,18.14,,,,,
M6,189,10/17/2023 8:55,18.14,,,,,
M6,190,10/17/2023 9:00,18.23,,,,,
M6,191,10/17/2023 9:05,18.19,,,,,
M6,192,10/17/2023 9:10,18.19,,,,,
M6,193,10/17/2023 9:15,18.19,,,,,
M6,194,10/17/2023 9:20,18.23,,,,,
M6,195,10/17/2023 9:25,18.27,,,,,
M6,196,10/17/2023 9:30,18.23,,,,,
M6,197,10/17/2023 9:35,18.23,,,,,
M6,198,10/17/2023 9:40,18.27,,,,,
M6,199,10/17/2023 9:45,18.19,,,,,
M6,200,10/17/2023 9:50,18.19,,,,,
M6,201,10/17/2023 9:55,18.14,,,,,
M6,202,10/17/2023 10:00,18.1,,,,,
M6,203,10/17/2023 10:05,18.1,,,,,
M6,204,10/17/2023 10:10,18.14,,,,,
M6,205,10/17/2023 10:15,18.1,,,,,
M6,206,10/17/2023 10:20,18.06,,,,,
M6,207,10/17/2023 10:25,18.06,,,,,
M6,208,10/17/2023 10:30,18.06,,,,,
M6,209,10/17/2023 10:35,18.02,,,,,
M6,210,10/17/2023 10:40,18.02,,,,,
M6,211,10/17/2023 10:45,17.97,,,,,
M6,212,10/17/2023 10:50,17.97,,,,,
M6,213,10/17/2023 10:55,17.89,,,,,
M6,214,10/17/2023 11:00,17.84,,,,,
M6,215,10/17/2023 11:05,17.84,,,,,
M6,216,10/17/2023 11:10,17.93,,,,,
M6,217,10/17/2023 11:15,18.14,,,,,
M6,218,10/17/2023 11:20,18.14,,,,,
M6,219,10/17/2023 11:25,18.23,,,,,
M6,220,10/17/2023 11:30,18.62,,,,,
M6,221,10/17/2023 11:35,18.66,,,,,
M6,222,10/17/2023 11:40,18.62,,,,,
